num_vtx : edge_density : num_edges | num_groups_hash_level_0 num_groups_hash_level_1 ... | time_spent
20 : 0.88 : 173 | 6, 12, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 2 ms
20 : 0.88 : 176 | 4, 11, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15 | 2 ms
20 : 0.88 : 168 | 6, 16, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.88 : 162 | 7, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.88 : 167 | 5, 14, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.88 : 167 | 6, 15, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.88 : 178 | 5, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9 | 2 ms
20 : 0.85 : 159 | 8, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.85 : 171 | 5, 14, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17 | 2 ms
20 : 0.85 : 170 | 6, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18 | 2 ms
20 : 0.85 : 152 | 6, 20 | 0 ms
20 : 0.85 : 161 | 6, 18, 20 | 0 ms
20 : 0.85 : 160 | 7, 18, 20 | 0 ms
20 : 0.85 : 159 | 4, 16, 20 | 0 ms
20 : 0.85 : 162 | 7, 15, 19, 20 | 0 ms
20 : 0.82 : 156 | 6, 18, 20 | 0 ms
20 : 0.82 : 159 | 6, 17, 20 | 0 ms
20 : 0.82 : 156 | 5, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.82 : 164 | 5, 19, 20 | 0 ms
20 : 0.82 : 153 | 7, 17, 20 | 0 ms
20 : 0.82 : 155 | 6, 18, 20 | 0 ms
20 : 0.82 : 160 | 7, 18, 20 | 0 ms
20 : 0.82 : 158 | 8, 17, 20 | 0 ms
20 : 0.8 : 150 | 5, 18, 20 | 0 ms
20 : 0.8 : 143 | 5, 19, 20 | 0 ms
20 : 0.8 : 154 | 7, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.8 : 143 | 7, 17, 20 | 0 ms
20 : 0.8 : 147 | 8, 19, 20 | 0 ms
20 : 0.8 : 160 | 6, 16, 20 | 0 ms
20 : 0.8 : 148 | 8, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.8 : 150 | 6, 20 | 0 ms
20 : 0.75 : 150 | 9, 18, 20 | 0 ms
20 : 0.75 : 151 | 8, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 2 ms
20 : 0.75 : 147 | 6, 15, 19, 20 | 0 ms
20 : 0.75 : 139 | 6, 18, 20 | 0 ms
20 : 0.75 : 140 | 8, 20 | 0 ms
20 : 0.75 : 156 | 5, 19, 20 | 0 ms
20 : 0.75 : 144 | 8, 19, 20 | 0 ms
20 : 0.75 : 150 | 7, 20 | 0 ms
20 : 0.7 : 141 | 7, 19, 20 | 0 ms
20 : 0.7 : 137 | 9, 20 | 0 ms
20 : 0.7 : 135 | 8, 20 | 0 ms
20 : 0.7 : 141 | 8, 20 | 0 ms
20 : 0.7 : 139 | 6, 20 | 0 ms
20 : 0.7 : 135 | 7, 20 | 0 ms
20 : 0.7 : 138 | 8, 20 | 0 ms
20 : 0.7 : 129 | 8, 20 | 0 ms
20 : 0.6 : 123 | 8, 20 | 0 ms
20 : 0.6 : 113 | 7, 19, 20 | 0 ms
20 : 0.6 : 115 | 8, 19, 20 | 0 ms
20 : 0.6 : 122 | 9, 20 | 0 ms
20 : 0.6 : 114 | 8, 20 | 0 ms
20 : 0.6 : 114 | 8, 20 | 0 ms
20 : 0.6 : 107 | 8, 20 | 0 ms
20 : 0.6 : 109 | 7, 20 | 0 ms

25 : 0.99 : 298 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 5 ms
25 : 0.99 : 298 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 4 ms
25 : 0.99 : 298 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 5 ms
25 : 0.99 : 298 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 5 ms
25 : 0.99 : 299 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 4 ms
25 : 0.99 : 298 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 4 ms
25 : 0.99 : 296 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 5 ms
25 : 0.99 : 299 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 5 ms
25 : 0.98 : 294 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 5 ms
25 : 0.98 : 291 | 4, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 6 ms
25 : 0.98 : 294 | 3, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 5 ms
25 : 0.98 : 296 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 6 ms
25 : 0.98 : 294 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 5 ms
25 : 0.98 : 294 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 5 ms
25 : 0.98 : 297 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 5 ms
25 : 0.98 : 297 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 4 ms
25 : 0.97 : 297 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 4 ms
25 : 0.97 : 288 | 4, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 5 ms
25 : 0.97 : 292 | 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 5 ms
25 : 0.97 : 291 | 3, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 5 ms
25 : 0.97 : 292 | 3, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 5 ms
25 : 0.97 : 292 | 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 5 ms
25 : 0.97 : 286 | 4, 9, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 5 ms
25 : 0.97 : 290 | 4, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 5 ms
25 : 0.96 : 286 | 4, 10, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 5 ms
25 : 0.96 : 287 | 3, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 5 ms
25 : 0.96 : 286 | 5, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 5 ms
25 : 0.96 : 288 | 3, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 5 ms
25 : 0.96 : 289 | 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 5 ms
25 : 0.96 : 285 | 4, 8, 10, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 5 ms
25 : 0.96 : 290 | 3, 4, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 5 ms
25 : 0.96 : 281 | 6, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16 | 5 ms
25 : 0.94 : 283 | 4, 11, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15 | 5 ms
25 : 0.94 : 291 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 5 ms
25 : 0.94 : 283 | 5, 13, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17 | 5 ms
25 : 0.94 : 278 | 5, 13, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 5 ms
25 : 0.94 : 283 | 5, 12, 15, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17 | 5 ms
25 : 0.94 : 276 | 5, 14, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20 | 8 ms
25 : 0.94 : 279 | 5, 13, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20 | 8 ms
25 : 0.94 : 280 | 5, 14, 16, 18, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20 | 66 ms
25 : 0.92 : 279 | 3, 12, 18, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20 | 8 ms
25 : 0.92 : 276 | 6, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 9 ms
25 : 0.92 : 274 | 6, 17, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20 | 18 ms
25 : 0.92 : 271 | 7, 20, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22 | 8 ms
25 : 0.92 : 273 | 6, 17, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 5 ms
25 : 0.92 : 273 | 6, 17, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21 | 5 ms
25 : 0.92 : 274 | 6, 16, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20 | 5 ms
25 : 0.92 : 277 | 5, 16, 19, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21 | 5 ms
25 : 0.9 : 275 | 5, 14, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 5 ms
25 : 0.9 : 269 | 7, 19, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 5 ms
25 : 0.9 : 262 | 7, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 | 5 ms
25 : 0.9 : 264 | 7, 20, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 5 ms
25 : 0.9 : 278 | 6, 15, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 5 ms
25 : 0.9 : 267 | 8, 24, 25 | 0 ms
25 : 0.9 : 282 | 4, 8, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15 | 5 ms
25 : 0.9 : 274 | 6, 14, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18 | 8 ms
25 : 0.88 : 257 | 6, 21, 25 | 0 ms
25 : 0.88 : 273 | 5, 16, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 6 ms
25 : 0.88 : 266 | 6, 21, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 | 5 ms
25 : 0.88 : 271 | 7, 19, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21 | 5 ms
25 : 0.88 : 260 | 7, 22, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 | 5 ms
25 : 0.88 : 257 | 8, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 | 5 ms
25 : 0.88 : 266 | 5, 18, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 | 5 ms
25 : 0.88 : 269 | 6, 18, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 | 6 ms
25 : 0.85 : 248 | 7, 25 | 0 ms
25 : 0.85 : 260 | 8, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 7 ms
25 : 0.85 : 262 | 6, 22, 25 | 0 ms
25 : 0.85 : 257 | 7, 22, 25 | 0 ms
25 : 0.85 : 255 | 6, 21, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 | 5 ms
25 : 0.85 : 261 | 6, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 | 5 ms
25 : 0.85 : 250 | 7, 24, 25 | 0 ms
25 : 0.85 : 253 | 8, 25 | 0 ms
25 : 0.82 : 248 | 8, 25 | 0 ms
25 : 0.82 : 261 | 6, 20, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 5 ms
25 : 0.82 : 255 | 7, 24, 25 | 0 ms
25 : 0.82 : 243 | 8, 25 | 0 ms
25 : 0.82 : 256 | 7, 23, 25 | 0 ms
25 : 0.82 : 249 | 7, 24, 25 | 0 ms
25 : 0.82 : 248 | 7, 24, 25 | 0 ms
25 : 0.82 : 237 | 7, 25 | 0 ms
25 : 0.8 : 232 | 8, 25 | 0 ms
25 : 0.8 : 241 | 7, 25 | 0 ms
25 : 0.8 : 239 | 7, 25 | 0 ms
25 : 0.8 : 230 | 8, 25 | 0 ms
25 : 0.8 : 242 | 9, 25 | 0 ms
25 : 0.8 : 251 | 7, 22, 25 | 0 ms
25 : 0.8 : 250 | 7, 25 | 0 ms
25 : 0.8 : 239 | 8, 25 | 0 ms
25 : 0.75 : 226 | 8, 25 | 0 ms
25 : 0.75 : 229 | 9, 25 | 0 ms
25 : 0.75 : 220 | 9, 25 | 0 ms
25 : 0.75 : 227 | 9, 24, 25 | 0 ms
25 : 0.75 : 225 | 8, 25 | 0 ms
25 : 0.75 : 224 | 8, 24, 25 | 0 ms
25 : 0.75 : 240 | 9, 24, 25 | 0 ms
25 : 0.75 : 230 | 8, 24, 25 | 0 ms
25 : 0.7 : 203 | 9, 25 | 0 ms
25 : 0.7 : 208 | 8, 25 | 0 ms
25 : 0.7 : 215 | 9, 25 | 0 ms
25 : 0.7 : 210 | 8, 25 | 0 ms
25 : 0.7 : 218 | 8, 25 | 0 ms
25 : 0.7 : 215 | 8, 24, 25 | 0 ms
25 : 0.7 : 210 | 7, 24, 25 | 0 ms
25 : 0.7 : 195 | 11, 25 | 0 ms
25 : 0.6 : 177 | 9, 25 | 0 ms
25 : 0.6 : 171 | 9, 25 | 0 ms
25 : 0.6 : 177 | 7, 25 | 0 ms
25 : 0.6 : 183 | 7, 24, 25 | 0 ms
25 : 0.6 : 174 | 10, 25 | 0 ms
25 : 0.6 : 177 | 10, 25 | 0 ms
25 : 0.6 : 179 | 9, 25 | 0 ms
25 : 0.6 : 194 | 10, 25 | 0 ms

30 : 0.99 : 430 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 9 ms
30 : 0.99 : 429 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 9 ms
30 : 0.99 : 432 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 9 ms
30 : 0.99 : 433 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 9 ms
30 : 0.99 : 430 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 9 ms
30 : 0.99 : 432 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 15 ms
30 : 0.99 : 430 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 10 ms
30 : 0.99 : 431 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 9 ms
30 : 0.98 : 432 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 9 ms
30 : 0.98 : 430 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 8 ms
30 : 0.98 : 425 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 8 ms
30 : 0.98 : 428 | 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 8 ms
30 : 0.98 : 428 | 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 8 ms
30 : 0.98 : 431 | 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2 | 8 ms
30 : 0.98 : 428 | 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 8 ms
30 : 0.98 : 428 | 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 9 ms
30 : 0.97 : 420 | 4, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 9 ms
30 : 0.97 : 424 | 4, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9 | 9 ms
30 : 0.97 : 424 | 3, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 9 ms
30 : 0.97 : 419 | 4, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 16 ms
30 : 0.97 : 427 | 4, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 8 ms
30 : 0.97 : 423 | 3, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 9 ms
30 : 0.97 : 422 | 4, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 8 ms
30 : 0.97 : 423 | 3, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 8 ms
30 : 0.96 : 422 | 4, 9, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 9 ms
30 : 0.96 : 414 | 5, 14, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20 | 9 ms
30 : 0.96 : 417 | 4, 10, 12, 14, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16 | 9 ms
30 : 0.96 : 413 | 5, 14, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20 | 9 ms
30 : 0.96 : 418 | 6, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 9 ms
30 : 0.96 : 422 | 4, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9 | 9 ms
30 : 0.96 : 419 | 4, 9, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 9 ms
30 : 0.96 : 421 | 4, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 9 ms
30 : 0.94 : 409 | 5, 18, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 9 ms
30 : 0.94 : 417 | 4, 11, 16, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18 | 12 ms
30 : 0.94 : 410 | 6, 19, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23 | 9 ms
30 : 0.94 : 413 | 6, 15, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21 | 9 ms
30 : 0.94 : 410 | 5, 14, 19, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21 | 9 ms
